CODE,Site,Zone,Tree,Aspect,Height,2013.water,2014.water,2015.water,2016.water,2017.water,2018.water,2013.sa,2014.sa,2015.sa,2016.sa,2017.sa,2018.sa,2013.gmin,2014.gmin,2015.gmin,2016.gmin,2017.gmin,2018.gmin
RLK.F2.WC,RLK,F,2,W,C,NA,NA,102.6068822,117.1102662,NA,125.4098361,NA,NA,2.1336381,2.1336381,2.17059876,2.688048,NA,NA,8.79455E-07,3.31423E-06,8.20328E-07,1.27948E-06
RLK.F2.WS,RLK,F,2,W,S,NA,NA,137.0941558,103.7887486,125.2173913,122.7161998,NA,NA,1.6464294,2.1672387,1.9656351,3.4608618,NA,NA,1.6795E-06,1.13342E-07,6.88843E-07,9.05048E-07
RLK.F3.LA,RLK,F,3,L,A,NA,NA,99.8185118,115.3465347,108.3835947,112.4681934,NA,NA,2.2344399,2.2512402,1.9824354,1.8144324,NA,NA,5.64653E-07,1.18751E-06,5.19914E-07,1.1479E-06
RLK.F3.LC,RLK,F,3,L,C,NA,NA,100.1125281,123.7259816,110.9257715,109.9760575,NA,NA,1.8984339,2.3184414,2.184039,2.4192432,NA,NA,8.68192E-07,7.77877E-07,4.74153E-07,1.81464E-06
RLK.F3.LS,RLK,F,3,L,S,NA,NA,154.5761079,116.8030814,103.177458,112.7917834,NA,NA,2.3352417,2.5872462,2.4864444,2.0832372,NA,NA,1.0673E-06,1.11401E-06,4.08324E-07,6.81302E-07
RLK.F3.WA,RLK,F,3,W,A,NA,NA,100.9672219,111.4068441,100.4048583,132.1338912,NA,NA,2.2176396,2.2680405,1.2768228,2.4864444,NA,NA,1.12742E-06,1.14365E-06,6.42124E-07,9.41425E-07
RLK.F3.WC,RLK,F,3,W,C,NA,NA,105.6810846,111.2975391,109.375,113.8603696,NA,NA,1.9320345,2.5704459,2.0496366,1.7136306,NA,NA,8.1604E-07,1.76056E-06,7.21646E-07,1.30853E-06
RLK.F3.WS,RLK,F,3,W,S,NA,NA,102.4271845,97.43315508,106.3371356,109.3779904,NA,NA,NA,2.2176396,1.8816336,2.2176396,NA,NA,NA,2.29444E-06,4.97195E-07,6.62374E-07
RLK.F4.LA,RLK,F,4,L,A,NA,NA,111.3146113,147.9166667,119.84375,118.9639223,NA,NA,3.1080555,2.4696441,2.5536456,2.6208468,NA,NA,1.63086E-06,2.55573E-06,4.76777E-07,5.50238E-07
RLK.F4.LC,RLK,F,4,L,C,NA,NA,114.7826087,118.6853317,113.3129304,114.7313692,NA,NA,3.1752567,2.0832372,2.2176396,2.2512402,NA,NA,1.36046E-06,2.89512E-06,3.50687E-07,4.31264E-07
RLK.F4.LS,RLK,F,4,L,S,NA,NA,116.2732137,112.0117907,132.7763496,NA,NA,NA,2.7720495,2.4864444,2.6208468,NA,NA,NA,4.1523E-07,3.99947E-07,4.76028E-07,NA
RLK.F4.WA,RLK,F,4,W,A,NA,NA,109.8117513,120.2020202,220.0772201,113.125,NA,NA,3.2256576,2.1672387,1.848033,2.2848408,NA,NA,1.15855E-06,9.46498E-07,6.30751E-07,2.71452E-07
RLK.F4.WC,RLK,F,4,W,C,NA,NA,126.3483643,112.1351767,106.3172043,117.2088143,NA,NA,3.136056,1.848033,2.4864444,2.0832372,NA,NA,1.17381E-06,1.88678E-06,5.63463E-07,4.72021E-07
RLK.F4.WS,RLK,F,4,W,S,NA,NA,115.9806295,167.1641791,102.4021352,NA,NA,NA,3.36006,2.184039,2.2512402,NA,NA,NA,1.20322E-06,1.86667E-06,5.11083E-07,NA
RLK.F5.LA,RLK,F,5,L,A,NA,NA,107.8404402,135.8490566,110.7223476,123.6679058,NA,NA,2.9064519,2.352042,1.7808318,2.352042,NA,NA,4.23866E-07,1.39941E-06,5.23623E-07,1.96607E-07
RLK.F5.LC,RLK,F,5,L,C,NA,NA,108.175278,115.2014652,107.9632466,116.4505372,NA,NA,2.9064519,2.016036,1.7808318,2.7888498,NA,NA,4.32177E-07,1.5256E-06,6.0414E-07,6.07278E-07
RLK.F5.LS,RLK,F,5,L,S,NA,NA,143.3801098,107.8071962,104.8237477,119.4074074,NA,NA,3.0072537,2.6208468,1.7472312,2.7552492,NA,NA,7.57146E-07,2.2583E-06,7.50882E-07,1.72346E-07
RLK.F5.WA,RLK,F,5,W,A,NA,NA,100.4840271,117.6282051,115.7718121,109.6337842,NA,NA,2.80005,2.856051,1.848033,2.8896516,NA,NA,2.40075E-06,3.57251E-06,5.95345E-07,6.27395E-07
RLK.F5.WC,RLK,F,5,W,C,NA,NA,109.2964824,124.3106618,109.2406221,120.0369686,NA,NA,2.8056501,2.6376471,2.1168378,2.7216486,NA,NA,1.51945E-06,2.63285E-06,5.1697E-07,9.34838E-08
RLK.F5.WS,RLK,F,5,W,S,NA,NA,109.2137592,NA,109.765625,117.0018282,NA,NA,2.688048,NA,1.5792282,2.7216486,NA,NA,3.04018E-07,NA,3.62309E-07,3.66483E-07
ROK.E1.LA,ROK,E,1,L,A,117.1800948,124.6194573,116.1196911,143.67713,77.73745998,112.1729238,2.9232522,2.42764335,2.5872462,3.5616636,3.4944624,2.6544474,2.01556E-09,4.00318E-07,5.25955E-07,9.31393E-07,6.84004E-07,4.74967E-07
ROK.E1.LC,ROK,E,1,L,C,121.2207464,120.1812977,120.9706628,114.6099291,NA,121.398685,3.4440615,2.688048,3.0576546,3.5784639,2.4864444,2.8224504,4.55614E-07,4.46415E-07,7.39495E-07,2.3047E-06,1.25061E-06,1.1306E-06
ROK.E1.LS,ROK,E,1,L,S,NA,111.7685306,130.8888889,114.9797571,205.5508831,NA,NA,2.29324095,2.7216486,2.6376471,3.0576546,NA,NA,2.37724E-07,7.40071E-07,1.8978E-06,8.72293E-07,NA
ROK.E1.WA,ROK,E,1,W,A,131.2274368,114.3315508,112.1102248,137.6160991,184.5969673,119.4928085,2.2848408,2.39236272,2.4192432,2.3856426,3.192057,3.1248558,9.70195E-07,5.69307E-07,8.4524E-07,1.19716E-06,4.45106E-07,5.84015E-07
ROK.E1.WC,ROK,E,1,W,C,116.8711656,141.2872841,125.5389718,123.0865747,149.656035,121.4342629,2.9568528,2.688048,2.7888498,2.7888498,2.9064519,2.9568528,3.67498E-07,6.6553E-07,7.07072E-07,1.45896E-06,7.45859E-07,4.90482E-07
ROK.E1.WS,ROK,E,1,W,S,111.3493064,116.4402174,102.5191676,122.7586207,NA,NA,2.8392507,1.90011393,3.0576546,2.3688423,NA,NA,3.64582E-08,4.5807E-07,1.16901E-06,1.34739E-06,NA,NA
ROK.E2.LA,ROK,E,2,L,A,118.7808896,101.7439387,116.6233766,143.5163087,113.7179896,107.4319352,3.3096591,2.6544474,3.024054,2.9568528,3.3264594,3.2256576,4.40312E-07,5.96505E-07,1.18673E-06,8.78257E-06,8.89203E-07,6.38265E-07
ROK.E2.LC,ROK,E,2,L,C,116.1041466,126.0700389,109.0036014,131.9844789,121.6026813,112.7647557,3.1416561,2.9400525,2.8056501,2.6376471,3.6624654,3.1248558,2.86896E-07,3.73837E-07,1.22247E-06,2.26365E-06,6.42589E-07,4.82031E-07
ROK.E2.LS,ROK,E,2,L,S,261.6180621,66.61026509,99.14529915,NA,113.197477,111.8070362,3.0072537,3.0072537,2.3016411,NA,3.696066,3.36006,2.74867E-07,4.33747E-07,4.51481E-07,NA,5.05961E-07,5.5396E-07
ROK.E2.WA,ROK,E,2,W,A,31.13612004,144.2783505,109.0167866,113.3182844,98.10671256,97.22932651,3.3936606,3.2424579,3.0072537,3.0576546,3.0912552,3.024054,2.26281E-07,5.67774E-07,1.34524E-06,2.37131E-06,2.30528E-06,4.01788E-07
ROK.E2.WC,ROK,E,2,W,C,115.2905199,124.8717949,113.341698,39.69256108,114.8895151,111.6468378,2.7216486,2.24284005,2.7552492,3.0744549,3.528063,3.1584564,9.95835E-07,5.54244E-07,1.29094E-06,5.69869E-06,3.23903E-06,6.20104E-07
ROK.E2.WS,ROK,E,2,W,S,135.8851675,119.492733,113.7891738,NA,112.0555074,NA,3.3768603,3.0072537,2.8056501,NA,3.4944624,NA,3.44959E-06,1.00863E-06,7.14617E-07,NA,6.23352E-07,NA
ROK.E3.LA,ROK,E,3,L,A,143.9290587,77.38492328,115.6424581,133.8160136,114.9767109,114.6087743,2.7048483,2.3184414,1.6128288,3.0072537,3.6288648,3.1584564,1.31288E-06,2.77692E-07,1.60919E-06,4.48171E-06,3.55268E-06,6.94722E-07
ROK.E3.LC,ROK,E,3,L,C,134.3583903,119.9693173,126.3993317,130.1751592,109.6448166,111.4689266,2.9064519,3.3096591,2.7720495,2.7384489,3.6288648,3.1584564,1.09496E-06,3.21766E-07,7.67841E-07,3.48928E-06,4.01473E-06,7.27538E-07
ROK.E3.LS,ROK,E,3,L,S,148.5103132,126.4455533,114.5101664,97.56690998,132.6362701,NA,3.1752567,2.79724995,2.2680405,2.2344399,3.528063,NA,3.05197E-07,3.11074E-07,7.00786E-07,1.68632E-06,1.32871E-06,NA
ROK.E3.WA,ROK,E,3,W,A,117.0411985,81.63082437,126.7175573,280.0673924,116.7304348,116.8700265,2.6208468,2.7888498,2.4360435,3.5952642,3.5616636,3.024054,6.34316E-07,1.85232E-07,1.53466E-06,1.85026E-06,5.36996E-06,6.79276E-07
ROK.E3.WC,ROK,E,3,W,C,124.3678731,140.2294793,142.6168853,138.7165021,100.5050505,94.86238532,2.9232522,3.2760585,2.8728513,2.8056501,3.9312702,2.0832372,6.39003E-07,4.94967E-07,1.54799E-06,6.8109E-07,4.81588E-06,4.26249E-08
ROK.E3.WS,ROK,E,3,W,S,109.7447796,115.6069364,119.6376812,107.61347,117.9970253,112.3986095,2.411337176,2.6544474,1.6128288,2.4024429,3.4272612,2.856051,1.47297E-06,3.54367E-07,8.39401E-07,1.49056E-06,1.28213E-06,1.49426E-07
ROK.E4.LA,ROK,E,4,L,A,118.4634449,125.8868648,120.2747253,98.3159583,109.6202532,111.4919852,3.8976696,3.14669619,3.1584564,3.0576546,3.0576546,3.44742156,2.74995E-07,4.28806E-07,1.13104E-06,3.35299E-05,1.29271E-06,4.71923E-07
ROK.E4.LC,ROK,E,4,L,C,122.513089,120.0082338,121.0387324,133.8595107,109.9106418,109.6781479,3.5616636,2.72668869,2.90309184,3.4440615,3.3936606,2.96357292,1.42974E-07,3.97609E-07,2.64084E-06,2.97372E-05,1.50018E-06,5.74771E-07
ROK.E4.LS,ROK,E,4,L,S,108.2444918,118.0173092,116.9844021,108.0983078,108.9125374,100.7024793,2.9736531,2.65276737,2.520045,3.4944624,3.3936606,2.64772728,2.26026E-08,3.06838E-07,6.39865E-07,2.66935E-05,4.54468E-07,3.93455E-07
ROK.E4.WA,ROK,E,4,W,A,117.0548191,118.6716792,115.3207199,104.8869438,106.8462402,120.3817314,3.4440615,1.92363435,2.7720495,3.1248558,2.6208468,3.0576546,2.44438E-07,8.17694E-07,3.10793E-06,3.93081E-06,4.17964E-06,5.63351E-07
ROK.E4.WC,ROK,E,4,W,C,129.163034,125.7121987,138.5344513,112.7718649,107.0833333,118.778202,3.3432597,3.13157592,2.4528438,3.7632672,2.1504384,3.1248558,3.89377E-07,5.17052E-07,2.41171E-06,3.37839E-05,3.32039E-06,4.3532E-07
ROK.E4.WS,ROK,E,4,W,S,106.622148,120.8133971,133.5388409,263.7065637,110.3837472,103.7815126,3.6120645,2.58052608,2.3688423,2.6544474,2.352042,2.5872462,1.52245E-09,2.98484E-07,7.37482E-07,2.49216E-06,9.06653E-07,3.36755E-07
ROK.E5.LA,ROK,E,5,L,A,121.4707461,111.3057761,109.7215554,204.8128342,108.2629453,114.1712135,3.0408543,3.1584564,4.0488723,2.6040465,2.4528438,3.97159092,6.8406E-08,5.55684E-07,4.31851E-06,4.24205E-07,9.52745E-07,8.96317E-07
ROK.E5.LC,ROK,E,5,L,C,106.8530207,118.1518152,112.2272255,NA,106.6609735,113.2363079,2.520045,3.0408543,3.2928588,NA,1.9152342,4.07911284,4.12276E-07,3.90943E-07,2.88408E-06,NA,1.09896E-06,5.03636E-07
ROK.E5.LS,ROK,E,5,L,S,118.6646434,84.6301633,114.8971193,104.5317221,116.5559881,NA,1.9488348,2.29324095,2.5032447,2.6040465,3.0576546,NA,2.30294E-07,4.10755E-07,2.17419E-07,2.57589E-06,6.99472E-07,NA
ROK.E5.WA,ROK,E,5,W,A,122.5058005,89.76377953,109.5673077,175.7412399,117.5834085,91.16509028,2.5368453,2.5368453,3.36006,2.31004125,2.6544474,3.3936606,2.7915E-07,4.01799E-07,1.43902E-06,1.04455E-06,1.06071E-06,2.97563E-07
ROK.E5.WC,ROK,E,5,W,C,127.6299505,72.97297297,114.6727803,124.4843049,110.8112783,81.90749494,3.1248558,2.62924695,3.1416561,2.4528438,2.9568528,3.27941856,3.90594E-07,5.95744E-07,2.01395E-06,5.90216E-07,1.41229E-06,8.16218E-07
ROK.E5.WS,ROK,E,5,W,S,115.9786951,123.6453202,105.2340426,106.630547,NA,NA,1.8648333,1.848033,3.1584564,3.2088573,NA,NA,6.05298E-08,6.75162E-07,1.60803E-06,9.4567E-07,NA,NA
ROK.F1.LA,ROK,F,1,L,A,130.0380228,NA,105.7439446,115.6814851,121.8227425,115.5998496,2.73004875,NA,3.7296666,3.3936606,3.6288648,4.0992732,7.5673E-07,NA,7.63952E-07,3.10602E-06,6.71382E-07,6.68455E-07
ROK.F1.LC,ROK,F,1,L,C,36.02726388,116.2194702,113.4821225,105.9563758,123.9256678,106.7742957,2.4864444,3.6456651,3.36006,3.2088573,3.8304684,4.27063626,1.08573E-06,8.63626E-07,9.83651E-07,1.59383E-06,6.80572E-07,1.05344E-06
ROK.F1.LS,ROK,F,1,L,S,130.2931596,110.3221957,90.55891239,104.0495868,102.0802377,98.1884721,3.032896263,3.7632672,3.4104609,3.2088573,3.0576546,2.4192432,8.22564E-07,5.64981E-07,3.96052E-06,2.67016E-06,1.28545E-06,5.42069E-07
ROK.F1.WA,ROK,F,1,W,A,105.8758315,NA,100.0954198,108.5668958,122.3954061,109.8866609,3.0072537,NA,2.7216486,3.024054,3.7632672,3.61878462,8.48677E-07,NA,2.15773E-06,1.11732E-06,9.66688E-07,2.56291E-07
ROK.F1.WC,ROK,F,1,W,C,113.2780083,126.2949783,120.5755933,127.7011863,121.8142549,106.5545723,3.192057,3.6120645,3.2928588,3.3936606,3.8304684,4.0152717,8.82059E-07,1.16567E-06,9.29328E-07,7.34544E-07,1.93953E-06,6.62792E-07
ROK.F1.WS,ROK,F,1,W,S,99.44751381,NA,106.0103627,109.1463415,NA,NA,2.2176396,NA,3.0072537,2.9736531,NA,NA,7.02595E-07,NA,5.71118E-07,1.41402E-06,NA,NA
ROK.F2.LA,ROK,F,2,L,A,109.1340451,129.7950604,110.708402,73.88606881,125.6410256,121.3904608,2.688048,3.8472687,2.9232522,3.2592582,2.5536456,3.55158342,3.73579E-07,6.56691E-07,6.28767E-07,1.27969E-06,4.9964E-07,4.50628E-07
ROK.F2.LC,ROK,F,2,L,C,109.6045198,111.5684093,97.43443558,106.0396894,130.0586963,107.5361596,2.5536456,3.2760585,3.1080555,2.9232522,2.4528438,3.88758942,5.94543E-07,1.69783E-06,1.20311E-06,1.19959E-06,7.81155E-07,5.24607E-07
ROK.F2.LS,ROK,F,2,L,S,69.49152542,110.4651163,95.61487131,100.7386888,NA,106.8548387,1.885367,3.90606975,2.4864444,2.8224504,NA,2.96021286,6.31967E-07,2.04559E-06,6.23535E-07,1.68349E-06,NA,7.9039E-07
ROK.F2.WA,ROK,F,2,W,A,172.9323308,113.6582753,112.8129602,114.774579,120.6983593,NA,2.352042,4.0824729,2.9232522,3.1752567,2.856051,NA,5.20215E-07,1.5596E-06,4.79975E-07,1.33756E-06,8.05294E-07,NA
ROK.F2.WC,ROK,F,2,W,C,104.4721408,124.0351322,114.8390942,122.2182723,106.8332751,104.4871026,2.7048483,4.5192807,3.2592582,3.1584564,2.4528438,3.04421436,2.00181E-07,8.03295E-07,6.63412E-07,8.81595E-07,1.06473E-06,6.79376E-07
ROK.F2.WS,ROK,F,2,W,S,NA,73.79807692,NA,NA,127.4045433,NA,NA,2.4024429,NA,NA,2.856051,NA,NA,1.01807E-06,NA,NA,7.36856E-07,NA
ROK.F3.LA,ROK,F,3,L,A,NA,123.9669421,99.23329682,110.6471816,118.1141439,109.9246988,NA,3.0912552,3.7968678,3.101593846,2.4528438,3.87078912,NA,5.51701E-07,3.73367E-07,2.02317E-06,5.32807E-06,3.44019E-07
ROK.F3.LC,ROK,F,3,L,C,NA,128.9167413,103.0172414,129.6764009,115.3484321,111.0989899,NA,3.1752567,3.4944624,2.9568528,3.0576546,3.46758192,NA,1.50201E-06,4.63726E-07,1.99969E-06,4.37669E-06,2.88338E-07
ROK.F3.LS,ROK,F,3,L,S,NA,102.983362,NA,133.4558824,115.1948052,98.19452888,NA,2.688048,NA,2.128038,2.8056501,3.03413418,NA,5.38666E-07,NA,3.38379E-06,4.37889E-06,4.32509E-07
ROK.F3.WA,ROK,F,3,W,A,NA,121.4033317,97.70390679,103.7664783,116.8933054,94.84221417,NA,3.8304684,3.9480705,2.576046,2.6208468,3.4104609,NA,7.70804E-07,4.10592E-07,2.35793E-07,6.48541E-06,4.56369E-07
ROK.F3.WC,ROK,F,3,W,C,NA,124.0976281,173.6028537,133.7950139,107.9789388,110.5574762,NA,3.4608618,3.5616636,3.2592582,2.7552492,3.5616636,NA,9.58668E-07,5.93403E-07,2.69733E-06,6.09181E-06,4.12326E-07
ROK.F3.WS,ROK,F,3,W,S,NA,NA,91.62561576,NA,NA,NA,NA,NA,3.6288648,NA,NA,NA,NA,NA,1.69331E-06,NA,NA,NA
ROK.F4.LA,ROK,F,4,L,A,NA,127.0996641,82.78311743,103.9720485,121.5260373,115.4087531,NA,2.6712477,2.8392507,3.696066,3.2256576,4.032072,NA,1.10172E-06,7.27029E-07,2.31394E-06,7.52077E-07,4.07467E-07
ROK.F4.LC,ROK,F,4,L,C,NA,124.3547448,95.02173054,132.7539381,110.3186646,109.6626016,NA,3.528063,2.688048,3.3096591,3.4608618,3.5616636,NA,6.65624E-07,4.54728E-06,6.52711E-08,7.80185E-07,6.08817E-07
ROK.F4.LS,ROK,F,4,L,S,NA,115.4666667,109.5808383,NA,89.43396226,NA,NA,2.510162471,2.7888498,NA,2.6544474,NA,NA,1.8009E-06,9.14909E-07,NA,1.79311E-06,NA
ROK.F4.WA,ROK,F,4,W,A,NA,NA,NA,116.6240409,119.1679428,NA,NA,NA,NA,3.5616636,3.6288648,NA,NA,NA,NA,2.21862E-07,4.23913E-07,NA
ROK.F4.WC,ROK,F,4,W,C,NA,122.6404169,113.349348,125.2057613,118.2998497,68.08357349,NA,3.024054,2.016036,3.696066,3.9648708,2.856051,NA,1.2622E-06,5.49481E-06,1.66499E-06,6.31099E-07,3.61822E-07
ROK.F4.WS,ROK,F,4,W,S,NA,NA,NA,NA,166.8627451,NA,NA,NA,NA,NA,2.520045,NA,NA,NA,NA,NA,9.50848E-07,NA
ROK.F5.LA,ROK,F,5,L,A,NA,129.7320472,104.6703297,NA,139.8971345,112.5095057,NA,3.9984714,2.7048483,NA,3.3264594,4.0992732,NA,6.62939E-07,7.7616E-07,NA,6.54974E-07,4.97026E-07
ROK.F5.LC,ROK,F,5,L,C,NA,125.7901391,116.3961039,107.6292043,114.6115906,107.8302797,NA,3.9816711,3.2088573,3.528063,3.2256576,3.5616636,NA,6.93838E-07,1.10703E-06,1.46552E-06,7.56009E-07,4.2591E-07
ROK.F5.LS,ROK,F,5,L,S,NA,NA,114.8892675,131.0193322,96.85534591,106.5947007,NA,NA,2.9232522,3.1248558,2.688048,3.2928588,NA,NA,1.29214E-06,2.98185E-06,8.8053E-07,5.01519E-07
ROK.F5.WA,ROK,F,5,W,A,NA,116.8674699,109.7348221,107.6061321,99.10529938,NA,NA,1.5792282,3.6288648,3.3264594,3.192057,NA,NA,1.28731E-06,8.22814E-07,7.86817E-07,1.85917E-06,NA
ROK.F5.WC,ROK,F,5,W,C,NA,136.0859729,145.6821905,110.8478803,123.4265734,92.50873515,NA,3.528063,3.4776621,3.3936606,3.024054,2.856051,NA,1.87469E-06,7.62803E-07,8.70707E-07,5.14744E-07,3.59647E-07
ROK.F5.WS,ROK,F,5,W,S,NA,105.9259259,119.7275204,NA,101.7600741,NA,NA,2.9232522,3.5448633,NA,3.1248558,NA,NA,1.36894E-06,6.95846E-07,NA,1.68884E-06,NA
T10.L1.LA,T10,L,1,L,A,NA,114.8762824,106.6027689,117.4336283,122.3455933,109.5226378,NA,3.5112627,2.6544474,2.8224504,3.1248558,3.9648708,NA,1.15751E-06,3.19512E-06,4.0995E-06,4.88823E-07,1.993E-06
T10.L1.LC,T10,L,1,L,C,NA,115.8354922,118.1611518,121.3806971,128.2722513,118.8444924,NA,3.3768603,3.2424579,3.0744549,3.0576546,3.192057,NA,6.41792E-07,6.05737E-07,1.05844E-05,8.82243E-07,1.2997E-06
T10.L1.LS,T10,L,1,L,S,NA,101.5720524,119.3211488,NA,117.0221016,98.99777283,NA,3.0912552,3.3096591,NA,3.2592582,3.0912552,NA,6.6396E-07,6.9562E-07,NA,4.23625E-07,4.1554E-06
T10.L1.WA,T10,L,1,W,A,NA,NA,NA,119.5610687,NA,114.939759,NA,NA,NA,2.4360435,NA,2.352042,NA,NA,NA,3.24802E-06,NA,3.09743E-06
T10.L1.WC,T10,L,1,W,C,NA,NA,90.42735043,77.11598746,NA,106.6866812,NA,NA,1.1928213,2.5536456,NA,3.4608618,NA,NA,1.27061E-06,4.73213E-06,NA,4.11884E-06
T10.L1.WS,T10,L,1,W,S,NA,108.8218872,110.8323831,93.80804954,102.0731707,57.74647887,NA,3.7968678,2.7384489,2.4360435,2.1504384,2.352042,NA,8.70472E-07,4.23511E-07,2.12533E-07,3.82234E-07,1.03549E-06
T10.L2.LA,T10,L,2,L,A,NA,95.60915275,116.0417254,123.9417989,121.4996174,131.4993122,NA,2.8224504,2.8896516,2.7384489,2.7216486,2.016036,NA,2.43315E-06,5.0022E-07,1.00987E-06,8.50031E-07,1.37733E-06
T10.L2.LC,T10,L,2,L,C,NA,134.5928339,107.8545071,118.6562296,124.3338008,116.3296569,NA,2.8896516,2.7216486,2.4696441,2.0496366,3.0912552,NA,3.67419E-07,2.15897E-06,1.95901E-06,7.6898E-07,9.62914E-07
T10.L2.LS,T10,L,2,L,S,NA,85.76494428,113.559322,NA,121.8169761,139.1634981,NA,2.9568528,2.6544474,NA,2.4192432,2.3856426,NA,8.74169E-07,3.13096E-07,NA,7.75296E-07,7.82787E-07
T10.L2.WA,T10,L,2,W,A,NA,NA,104.1077441,NA,NA,111.2283346,NA,NA,2.1168378,NA,NA,2.4528438,NA,NA,3.13084E-06,NA,NA,2.74357E-06
T10.L2.WC,T10,L,2,W,C,NA,127.5619682,113.2123618,95.74626866,134.4003607,123.1424825,NA,3.0912552,2.4864444,2.5872462,3.0912552,3.1248558,NA,7.66246E-07,1.67615E-06,2.34191E-06,6.62754E-07,9.50527E-07
T10.L2.WS,T10,L,2,W,S,NA,112.2727273,109.8983051,100.9615385,131.6154609,98.39203675,NA,2.8224504,2.7384489,2.4528438,2.2176396,2.5536456,NA,1.08462E-06,5.991E-07,2.702E-06,5.99251E-07,1.04018E-06
T10.L3.LA,T10,L,3,L,A,NA,117.2446111,85.6884058,122.0350404,121.704918,115.7446809,NA,3.6624654,2.9079792,3.36006,2.6712477,3.4272612,NA,6.13115E-07,1.02414E-05,9.25271E-07,6.07359E-07,6.01706E-06
T10.L3.LC,T10,L,3,L,C,NA,121.8790219,105.1892552,122.8936665,104.5945946,116.445885,NA,2.9736531,3.4440615,2.7216486,2.0832372,2.6208468,NA,6.4758E-07,8.75432E-07,1.46723E-06,7.50853E-07,1.07515E-06
T10.L3.LS,T10,L,3,L,S,NA,39.00937866,85.63611491,127.7985075,97.27148704,143.90681,NA,2.7720495,2.6208468,3.7128663,2.1000375,3.3936606,NA,7.16767E-07,7.17219E-07,1.40863E-06,1.22514E-06,2.20714E-06
T10.L3.WA,T10,L,3,W,A,NA,110.5374823,NA,125.477707,112.6582278,110.2100635,NA,3.1248558,NA,2.9064519,2.5872462,2.856051,NA,1.57656E-06,NA,1.81415E-06,4.50896E-07,1.6131E-06
T10.L3.WC,T10,L,3,W,C,NA,126.6581633,111.5810483,118.1968114,109.2369478,106.9830878,NA,3.0912552,2.7888498,2.8728513,1.848033,2.4864444,NA,1.59073E-06,1.18391E-06,2.42839E-06,5.58611E-07,1.20875E-06
T10.L3.WS,T10,L,3,W,S,NA,110.0658149,90.35418237,135.75,325.4601227,119.6388262,NA,2.7888498,3.3432597,3.3096591,1.6128288,2.2848408,NA,8.97524E-07,5.2023E-07,3.89246E-06,6.98987E-07,1.95388E-06
T10.L4.LA,T10,L,4,L,A,NA,NA,108.6270643,121.5917465,124.0931076,130.0843882,NA,NA,3.2592582,2.4192432,3.3936606,2.6208468,NA,NA,1.49301E-06,3.56993E-06,5.29972E-07,1.04135E-06
T10.L4.LC,T10,L,4,L,C,NA,122.6206897,106.5799541,57.29166667,163.7664234,128.5364527,NA,3.43566135,2.7384489,2.3856426,2.8896516,2.7552492,NA,5.4648E-07,6.1253E-07,1.71341E-06,9.00673E-07,9.15306E-07
T10.L4.LS,T10,L,4,L,S,NA,129.747865,111.2594571,142.96875,116.6701747,113.826903,NA,3.9480705,2.6208468,2.7216486,3.024054,3.36006,NA,9.12555E-07,8.91038E-07,2.47692E-06,5.80543E-07,6.1772E-07
T10.L4.WC,T10,L,4,W,C,NA,NA,106.5288357,122.5499524,NA,152.6412776,NA,NA,2.0832372,2.2344399,NA,2.6208468,NA,NA,1.26887E-06,1.73544E-06,NA,2.34327E-06
T10.L4.WS,T10,L,4,W,S,NA,NA,104.507405,129.0263876,114,109.7704918,NA,NA,2.2512402,2.5032447,2.9568528,2.8896516,NA,NA,9.4226E-07,3.31578E-06,3.7104E-07,6.93498E-07
T10.L5.LA,T10,L,5,L,A,NA,294.2037828,102.4282045,126.5182186,119.1440755,105.9533176,NA,2.9904534,3.3936606,2.5032447,3.4608618,3.36006,NA,7.39075E-07,2.22556E-06,1.3197E-06,5.19198E-07,1.04458E-06
T10.L5.LC,T10,L,5,L,C,NA,171.5720743,109.0503505,116.2581699,113.8453849,117.9373724,NA,3.1584564,2.9736531,2.6376471,2.9904534,3.4272612,NA,6.68608E-07,2.05235E-06,1.42448E-06,5.14302E-07,1.10252E-06
T10.L5.LS,T10,L,5,L,S,NA,103.0582524,107.3560768,124.9745158,123.0779735,108.6496746,NA,3.4272612,3.4608618,2.9232522,3.0576546,3.5952642,NA,4.22623E-07,2.60276E-06,4.44342E-07,4.01884E-07,8.73229E-07
T10.L5.WA,T10,L,5,W,A,NA,99.71346705,102.1813224,NA,142.475068,102.1141649,NA,3.0408543,2.5536456,NA,3.0576546,2.7888498,NA,3.34086E-06,2.97245E-06,NA,8.14021E-07,1.68136E-06
T10.L5.WC,T10,L,5,W,C,NA,127.0299145,113.7123746,129.6883853,133.847425,113.2469402,NA,2.5872462,2.5368453,2.9064519,3.192057,3.1584564,NA,1.39586E-06,1.80976E-06,1.38948E-06,6.93782E-07,1.43215E-06
T10.L5.WS,T10,L,5,W,S,NA,108.1542969,102.3474178,121.3219616,117.369727,108.863109,NA,2.9568528,3.8136681,2.5704459,2.7888498,2.5536456,NA,1.20681E-06,9.22564E-07,5.11698E-06,4.22999E-07,6.42423E-07
T10.W1.LA,T10,W,1,L,A,NA,117.4129353,102.0408163,108.008008,110.9440473,104.0730872,NA,3.04925445,3.6456651,2.9232522,2.9904534,3.7296666,NA,1.15909E-06,2.90345E-06,2.43425E-06,1.1586E-06,1.55501E-06
