year,month,day,jd,Year-JD,Tair,T0,T80,tun15,season,ppa80
2013,10,3,276,2013-276,0.476,0.551,-0.066,1.678,SON,-0.371
2013,10,4,277,2013-277,-1.294,-0.862,-0.135,-0.572,SON,-0.425
2013,10,5,278,2013-278,0.017,-0.195,-0.099,0.455,SON,-0.418
2013,10,6,279,2013-279,2.216,2.076,-0.021,2.708,SON,-0.355
2013,10,7,280,2013-280,3.799,3.851,0.034,4.206,SON,-0.297
2013,10,8,281,2013-281,2.503,2.179,-0.016,2.322,SON,-0.34
2013,10,9,282,2013-282,2.562,2.409,0.016,2.516,SON,-0.337
2013,10,10,283,2013-283,5.424,5.187,0.073,5.434,SON,-0.233
2013,10,11,284,2013-284,5.375,5.642,0.09,4.929,SON,-0.246
2013,10,12,285,2013-285,5.252,5.406,0.055,4.684,SON,-0.246
2013,10,13,286,2013-286,0.082,-0.001,0.037,1.184,SON,-0.321
2013,10,14,287,2013-287,-0.654,-1.564,0.037,0.614,SON,-0.372
2013,10,15,288,2013-288,0.5,-1.491,0.06,0.693,SON,-0.393
2013,10,16,289,2013-289,2.121,1.349,0.062,2.293,SON,-0.319
2013,10,17,290,2013-290,0.371,-0.068,-0.009,0.261,SON,-0.395
2013,10,18,291,2013-291,-1.457,-1.351,-0.023,-0.83,SON,-0.4
2013,10,19,292,2013-292,-3.553,-4.327,-0.05,-2.429,SON,-0.427
2013,10,20,293,2013-293,-3.375,-2.523,-0.089,-2.003,SON,-0.454
2013,10,21,294,2013-294,-4.652,-3.993,-0.193,-2.114,SON,-0.449
2013,10,22,295,2013-295,-3.347,-1.967,-0.259,-0.896,SON,-0.408
2013,10,23,296,2013-296,-4.389,-1.689,-0.23,-2.58,SON,-0.446
2013,10,24,297,2013-297,-3.735,-1.423,-0.127,-2.89,SON,-0.365
2013,10,25,298,2013-298,-2.17,-1.088,-0.087,-0.83,SON,-0.41
2013,10,26,299,2013-299,-4.733,-2.587,-0.144,-3.411,SON,-0.427
2013,10,27,300,2013-300,-8.05,-4.957,-0.136,-5.843,SON,-0.459
2013,10,28,301,2013-301,-8.9,-7.23,-0.143,-6.408,SON,-0.521
2013,10,29,302,2013-302,-6.171,-3.84,-0.149,-6.547,SON,-0.435
2013,10,30,303,2013-303,-2.602,-2.045,-0.113,-3.482,SON,-0.523
2013,10,31,304,2013-304,-1.083,-0.915,-0.167,0.122,SON,-0.403
2013,11,1,305,2013-305,-4.01,-3.065,-0.198,-3.253,SON,-0.322
2013,11,2,306,2013-306,-7.53,-6.089,-0.17,-7.22,SON,-0.407
2013,11,3,307,2013-307,-6.404,-5.806,-0.12,-7,SON,-0.481
2013,11,4,308,2013-308,-1.537,-1.279,-0.047,-2.303,SON,-0.489
2013,11,5,309,2013-309,-0.797,-0.131,-0.044,0.292,SON,-0.389
2013,11,6,310,2013-310,-8.17,-1.382,-0.146,-5.06,SON,-0.391
2013,11,7,311,2013-311,-10.02,-3.046,-0.23,-7.84,SON,-0.486
2013,11,8,312,2013-312,-8.06,-3.916,-0.203,-8.69,SON,-0.455
2013,11,9,313,2013-313,-9.37,-2.968,-0.187,-7.57,SON,-0.453
2013,11,10,314,2013-314,-16.8,-3.793,-0.304,-11.07,SON,-0.501
2013,11,11,315,2013-315,-18.77,-7.91,-0.322,-17.34,SON,-0.576
2013,11,12,316,2013-316,-11.06,-6.138,-0.12,-10.63,SON,-0.481
2013,11,13,317,2013-317,-6.356,-3.806,-0.098,-5.587,SON,-0.53
2013,11,14,318,2013-318,-14.67,-3.814,-0.157,-13.29,SON,-0.332
2013,11,15,319,2013-319,-10.37,-5.111,-0.096,-8.95,SON,-0.581
2013,11,16,320,2013-320,-12.88,-3.04,-0.14,-8.88,SON,-0.46
2013,11,17,321,2013-321,-22.3,-5.624,-0.358,-19.78,SON,-0.363
2013,11,18,322,2013-322,-22.09,-6.867,-0.362,-21.33,SON,-0.501
2013,11,19,323,2013-323,-19.87,-6.584,-0.288,-18.533,SON,-0.474
2013,11,20,324,2013-324,-15.64,-5.063,-0.217,-14.67,SON,-0.487
2013,11,21,325,2013-325,-25.61,-8.45,-0.489,-23.511,SON,-0.566
2013,11,22,326,2013-326,-25.85,-9.41,-0.481,-22.675,SON,-0.644
2013,11,23,327,2013-327,-27.14,-9.94,-0.528,-24.875,SON,-0.579
2013,11,24,328,2013-328,-18.92,-8.11,-0.245,-17.358,SON,-0.624
2013,11,25,329,2013-329,-11.77,-4.931,-0.118,-8.209,SON,-0.525
2013,11,26,330,2013-330,-24,-4.065,-0.4,-21.241,SON,-0.277
2013,11,27,331,2013-331,-25.93,-5.286,-0.475,-24.695,SON,-0.446
2013,11,28,332,2013-332,-25.38,-5.889,-0.46,-22.286,SON,-0.425
2013,11,29,333,2013-333,-27.74,-6.363,-0.528,-26.786,SON,-0.474
2013,11,30,334,2013-334,-27.49,-7.09,-0.523,-25.88,SON,-0.51
2013,12,1,335,2013-335,-22.22,-6.836,-0.353,-23.023,DJF,-0.548
2013,12,2,336,2013-336,-25,-5.974,-0.45,-21.51,DJF,-0.447
2013,12,3,337,2013-337,-26.85,-6.517,-0.528,-29.036,DJF,-0.563
2013,12,4,338,2013-338,-25.88,-6.829,-0.49,-30.559,DJF,-0.787
2013,12,5,339,2013-339,-14.86,-5.491,-0.216,-14.581,DJF,-0.911
2013,12,6,340,2013-340,-21.3,-4.272,-0.429,-19.887,DJF,-1.176
2013,12,7,341,2013-341,-25.76,-6.028,-0.561,-24.247,DJF,-1.756
2013,12,8,342,2013-342,-26.55,-7.64,-0.556,-26.418,DJF,-2.229
2013,12,9,343,2013-343,-32.12,-8.75,-0.59,-29.335,DJF,-2.965
2013,12,10,344,2013-344,-30.27,-9.12,-0.623,-25.153,DJF,-3.636
2013,12,11,345,2013-345,-28.04,-9.18,-0.695,-25.442,DJF,-4.226
2013,12,12,346,2013-346,-30.18,-8.96,-0.697,-26.527,DJF,-4.887
2013,12,13,347,2013-347,-27.86,-8.46,-0.649,-23.809,DJF,-5.324
2013,12,14,348,2013-348,-29.9,-8.32,-0.612,-28.727,DJF,-5.744
2013,12,15,349,2013-349,-32.12,-9.24,-0.566,-30.918,DJF,-6.318
2013,12,16,350,2013-350,-23.96,-7.86,-0.444,-25.024,DJF,-6.92
2013,12,17,351,2013-351,-22.81,-6.651,-0.492,-20.863,DJF,-7.15
2013,12,18,352,2013-352,-28.53,-7.34,-0.706,-24.895,DJF,-7.32
2013,12,19,353,2013-353,-30.55,-8.6,-0.727,-29.902,DJF,-7.68
2013,12,20,354,2013-354,-32.72,-9.3,-0.682,-30.997,DJF,-8.12
2013,12,21,355,2013-355,-33.15,-10.03,-0.658,-32.222,DJF,-8.49
2013,12,22,356,2013-356,-32.03,-9.83,-0.711,-30.828,DJF,-8.97
2013,12,23,357,2013-357,-28.51,-9.12,-0.639,-26.179,DJF,-9.53
2013,12,24,358,2013-358,-19.48,-11.39,-0.396,-17.985,DJF,-9.49
2013,12,25,359,2013-359,-28.74,-13.68,-0.705,-25.97,DJF,-9.59
2013,12,26,360,2013-360,-31.29,-15.21,-0.685,-30.251,DJF,-9.71
2013,12,27,361,2013-361,-32.13,-16.82,-0.633,-30.559,DJF,-9.95
2013,12,28,362,2013-362,-33.58,-19.7,-0.56,-31.923,DJF,-10.15
2013,12,29,363,2013-363,-33.4,-19.54,-0.61,-30.44,DJF,-10.45
2013,12,30,364,2013-364,-33.8,-20.22,-0.582,-30.609,DJF,-10.75
2013,12,31,365,2013-365,-35.72,-19.6,-0.452,-32.401,DJF,-10.88
2014,1,1,1,14-Jan,-34.91,-20.13,-0.462,-32.57,DJF,-11.16
2014,1,2,2,14-Feb,-34.91,-19.36,-0.527,-33.665,DJF,-11.4
2014,1,3,3,14-Mar,-26.36,-15.72,-0.573,-25.98,DJF,-11.78
2014,1,4,4,14-Apr,-26.4,-13.67,-0.626,-23.551,DJF,-11.72
2014,1,5,5,14-May,-24.03,-12.74,-0.507,-20.305,DJF,-11.8
2014,1,6,6,14-Jun,-23.56,-9.99,-0.489,-21.181,DJF,-11.61
2014,1,7,7,14-Jul,-29.4,-11.37,-0.666,-27.373,DJF,-11.74
2014,1,8,8,14-Aug,-27.63,-12.58,-0.614,-26.308,DJF,-11.74
2014,1,9,9,14-Sep,-17.22,-9.66,-0.292,-16.681,DJF,-11.5
2014,1,10,10,14-Oct,-22.55,-7.68,-0.579,-25.153,DJF,-11.38
2014,1,11,11,14-Nov,-22.37,-7.3,-0.783,-24.486,DJF,-11.4
2014,1,12,12,14-Dec,-22.8,-7.36,-1.013,-21.49,DJF,-11.55
2014,1,13,13,2014-13,-25.47,-7.49,-1.251,-25.412,DJF,-11.39
2014,1,14,14,2014-14,-26.32,-9.02,-1.445,-26.059,DJF,-11.57
2014,1,15,15,2014-15,-29.55,-9.76,-1.724,-29.902,DJF,-11.69
2014,1,16,16,2014-16,-27.02,-10.27,-1.994,-24.208,DJF,-11.9
2014,1,17,17,2014-17,-24.34,-9.52,-2.239,-23.969,DJF,-11.85
2014,1,18,18,2014-18,-27.5,-10.09,-2.658,-26.139,DJF,-12.12
2014,1,19,19,2014-19,-35.81,-11.29,-2.835,-32.899,DJF,-12.34
2014,1,20,20,2014-20,-31.42,-12.52,-3.366,-29.723,DJF,-12.49
2014,1,21,21,2014-21,-31.11,-12.17,-3.801,-30.719,DJF,-12.65
2014,1,22,22,2014-22,-26.82,-11.44,-4.068,-25.88,DJF,-12.87
2014,1,23,23,2014-23,-20.94,-11.84,-4.183,-18.802,DJF,-12.83
2014,1,24,24,2014-24,-25.3,-14.63,,-23.381,DJF,-12.81
2014,1,25,25,2014-25,-29.38,-15.32,-4.785,-26.487,DJF,-12.82
2014,1,26,26,2014-26,-30.21,-15.3,-5.098,-25.91,DJF,-13.04
2014,1,27,27,2014-27,-28.94,-14,-5.433,-27.533,DJF,-13.33
2014,1,28,28,2014-28,-25.33,-12.06,-5.665,-25.303,DJF,-13.5
2014,1,29,29,2014-29,-24.1,-10.79,-5.831,-22.884,DJF,-13.56
2014,1,30,30,2014-30,-22.1,-10.05,-5.86,-20.763,DJF,-13.45
2014,1,31,31,2014-31,-21.05,-9.61,-5.872,-19.947,DJF,-13.24
2014,2,1,32,2014-32,-19.93,-9.28,-5.892,-20.206,DJF,-13.07
2014,2,2,33,2014-33,-22.54,-9.5,-6.029,-22.207,DJF,-12.94
2014,2,3,34,2014-34,-22.21,-10.48,-6.102,-20.285,DJF,-12.84
2014,2,4,35,2014-35,-20.61,-10.35,-6.158,-19.12,DJF,-12.78
2014,2,5,36,2014-36,-14.81,-8.51,-6.104,-13.973,DJF,-12.62
2014,2,6,37,2014-37,-19.34,-7.85,-6.227,-18.254,DJF,-12.36
2014,2,7,38,2014-38,-24.6,-10.14,-6.407,-21.709,DJF,-12.29
2014,2,8,39,2014-39,-24.39,-10.43,-6.555,-22.386,DJF,-12.38
2014,2,9,40,2014-40,-20.93,-9.74,-6.592,-19.339,DJF,-12.32
2014,2,10,41,2014-41,-21.77,-10.1,-6.755,-22.804,DJF,-12.39
2014,2,11,42,2014-42,-24.81,-10.98,-6.992,-24.476,DJF,-12.55
2014,2,12,43,2014-43,-29.72,-11.63,-7.28,-28.06,DJF,-12.89
2014,2,13,44,2014-44,-29.3,-12.62,-7.45,-28.319,DJF,-13.11
2014,2,14,45,2014-45,-27.57,-13.07,-7.78,-26.985,DJF,-13.37
2014,2,15,46,2014-46,-29.46,-13.72,-8.09,-28.698,DJF,-13.75
2014,2,16,47,2014-47,-18.34,-12.24,-8.08,-16.741,DJF,-14.02
2014,2,17,48,2014-48,-15.44,-8.82,-8.03,-17.786,DJF,-13.79
2014,2,18,49,2014-49,-20.75,-8.95,-7.98,-20.2,DJF,-13.6
2014,2,19,50,2014-50,-25.72,-10.51,-8.06,-22.4,DJF,-13.25
2014,2,20,51,2014-51,-24.34,-11.61,-8.02,-22.95,DJF,-13.24
2014,2,21,52,2014-52,-17.12,-9.98,-7.87,-17.74,DJF,-13.11
2014,2,22,53,2014-53,-17.13,-8.98,-7.83,-17.36,DJF,-12.93
2014,2,23,54,2014-54,-24.76,-8.65,-8.01,-25.1,DJF,-12.92
2014,2,24,55,2014-55,-27.37,-8.38,-8.09,-27.58,DJF,-13.02
2014,2,25,56,2014-56,-27.83,-8.39,-8.16,-26.72,DJF,-13.35
2014,2,26,57,2014-57,-32.73,-8.64,-8.35,-32.67,DJF,-13.77
2014,2,27,58,2014-58,-34.03,-8.71,-8.39,-31.88,DJF,-14.15
2014,2,28,59,2014-59,-33.57,-8.95,-8.48,-30.16,DJF,-14.49
2014,3,1,60,2014-60,-27.55,-9.54,-8.8,-26.65,MAM,-14.98
2014,3,2,61,2014-61,-27.15,-9.67,-8.9,-26.47,MAM,-15.09
2014,3,3,62,2014-62,-27.81,-9.63,-8.99,-26.29,MAM,-15.09
2014,3,4,63,2014-63,-25.29,-9.53,-8.95,-22.38,MAM,-15.02
2014,3,5,64,2014-64,-20.05,-9.49,-8.87,-20.22,MAM,-14.82
2014,3,6,65,2014-65,-19.87,-9.25,-8.84,-20.35,MAM,-14.71
2014,3,7,66,2014-66,-22.86,-9.02,-8.92,-23.2,MAM,-14.58
2014,3,8,67,2014-67,-22.02,-8.92,-8.84,-22.48,MAM,-14.44
2014,3,9,68,2014-68,-20.52,-8.9,-8.77,-21.12,MAM,-14.38
2014,3,10,69,2014-69,-18.12,-8.85,-8.66,-20.61,MAM,-14.32
2014,3,11,70,2014-70,-28.96,-8.87,-8.92,-28.27,MAM,-14.4
2014,3,12,71,2014-71,-24.03,-8.73,-8.7,-25.95,MAM,-14.3
2014,3,13,72,2014-72,-24.54,-8.96,-8.74,-25.24,MAM,-14.49
2014,3,14,73,2014-73,-28.36,-9.11,-8.83,-25.39,MAM,-14.7
2014,3,15,74,2014-74,-26.78,-9.27,-8.84,-26.39,MAM,-14.84
2014,3,16,75,2014-75,-23.09,-9.39,-8.79,-22.29,MAM,-14.86
2014,3,17,76,2014-76,-20.8,-9.5,-8.79,-20.58,MAM,-14.8
2014,3,18,77,2014-77,-19.39,-9.41,-8.78,-18.96,MAM,-14.7
2014,3,19,78,2014-78,-13.51,-9.2,-8.66,-12.77,MAM,-14.39
2014,3,20,79,2014-79,-20.57,-8.93,-8.77,-20.85,MAM,-14.13
2014,3,21,80,2014-80,-23.97,-8.76,-8.79,-22.94,MAM,-13.88
2014,3,22,81,2014-81,-22.57,-8.86,-8.75,-20.92,MAM,-13.77
2014,3,23,82,2014-82,-16.04,-9.02,-8.63,-16.701,MAM,-13.65
2014,3,24,83,2014-83,-23.46,-9.14,-8.85,-22.157,MAM,-13.72
2014,3,25,84,2014-84,-22.36,-9.09,-8.85,-20.395,MAM,-13.62
2014,3,26,85,2014-85,-23.18,-9.25,-8.91,-21.968,MAM,-13.58
2014,3,27,86,2014-86,-21.65,-9.36,-8.96,-22.197,MAM,-13.65
2014,3,28,87,2014-87,-17.7,-9.46,-8.94,-20.425,MAM,-13.76
2014,3,29,88,2014-88,-10.12,-9.51,-8.81,-12.251,MAM,-13.72
2014,3,30,89,2014-89,-18.87,-9.16,-8.89,-19.489,MAM,-13.56
2014,3,31,90,2014-90,-16.44,-8.79,-8.77,-17.11,MAM,-13.25
2014,4,1,91,2014-91,-14.37,-8.82,-8.63,-10.877,MAM,-13.03
2014,4,2,92,2014-92,-18.43,-8.74,-8.69,-16.811,MAM,-12.77
2014,4,3,93,2014-93,-17.26,-8.68,-8.63,-18.085,MAM,-12.61
2014,4,4,94,2014-94,-16.2,-8.74,-8.58,-16.373,MAM,-12.61
2014,4,5,95,2014-95,-9.2,-8.64,-8.43,-8.826,MAM,-12.59
2014,4,6,96,2014-96,-14.79,-8.24,-8.46,-16.213,MAM,-12.23
2014,4,7,97,2014-97,-19.7,-8,-8.44,-19.031,MAM,-12.12
2014,4,8,98,2014-98,-17.35,-8.36,-8.38,-16.751,MAM,-11.99
2014,4,9,99,2014-99,-10.98,-8.63,-8.26,-12.669,MAM,-12.03
2014,4,10,100,2014-100,-16.37,-8.28,-8.31,-16.761,MAM,-11.85
2014,4,11,101,2014-101,-18.96,-7.87,-8.27,-19.24,MAM,-11.83
2014,4,12,102,2014-102,-17.94,-7.8,-8.13,-17.289,MAM,-11.75
2014,4,13,103,2014-103,-20.86,-8.19,-8.07,-19.598,MAM,-11.85
2014,4,14,104,2014-104,-20.5,-8.66,-7.99,-18.573,MAM,-11.93
2014,4,15,105,2014-105,-18.82,-8.92,-7.87,-16.104,MAM,-11.94
2014,4,16,106,2014-106,-15.31,-8.97,-7.77,-12.779,MAM,-11.92
2014,4,17,107,2014-107,-7.09,-8.76,-7.61,-5.797,MAM,-11.65
2014,4,18,108,2014-108,-10.29,-8.25,-7.55,-8.528,MAM,-11.3
2014,4,19,109,2014-109,-6.894,-7.89,-7.39,-6.914,MAM,-11
2014,4,20,110,2014-110,-3.973,-7.4,-7.31,-6.192,MAM,-10.49
2014,4,21,111,2014-111,-6.007,-6.549,-7.25,-6.255,MAM,-9.97
2014,4,22,112,2014-112,-2.477,-6.01,-6.97,-4.191,MAM,-9.65
2014,4,23,113,2014-113,-4.755,-5.235,-6.886,-4.431,MAM,-9.01
2014,4,24,114,2014-114,-7.35,-4.94,-6.753,-6.965,MAM,-8.51
2014,4,25,115,2014-115,-9.85,-4.912,-6.63,-8.438,MAM,-8.04
2014,4,26,116,2014-116,-10.88,-4.963,-6.468,-9.065,MAM,-7.82
2014,4,27,117,2014-117,-8.02,-4.866,-6.295,-7.711,MAM,-7.6
2014,4,28,118,2014-118,-3.005,-4.667,-6.125,-3.341,MAM,-7.41
2014,4,29,119,2014-119,-1.982,-3.499,-5.971,-0.499,MAM,-7.16
2014,4,30,120,2014-120,-1.741,-2.52,-5.725,-1.797,MAM,-6.921
2014,5,1,121,2014-121,-2.16,-1.65,-5.375,-0.085,MAM,-6.471
2014,5,2,122,2014-122,-2.77,-1.048,-4.91,-2.997,MAM,-6.334
2014,5,3,123,2014-123,-3.323,-0.936,-4.548,-3.285,MAM,-6.094
2014,5,4,124,2014-124,-4.513,-1.021,-4.254,-4.707,MAM,-5.957
2014,5,5,125,2014-125,-3.505,-1.025,-3.988,-2.34,MAM,-5.804
2014,5,6,126,2014-126,-2.199,-1.151,-3.753,-0.941,MAM,-5.6
2014,5,7,127,2014-127,-2.078,-1.058,-3.607,-1.571,MAM,-5.381
2014,5,8,128,2014-128,-0.696,-0.677,-3.399,-1.277,MAM,-5.247
2014,5,9,129,2014-129,-0.595,-0.2,-3.207,-0.971,MAM,-4.995
2014,5,10,130,2014-130,-2.019,-0.249,-3.019,-2.515,MAM,-4.942
2014,5,11,131,2014-131,-1.309,-0.349,-2.893,-2.017,MAM,-4.646
2014,5,12,132,2014-132,-0.85,-0.413,-2.719,-2.5,MAM,-4.635
2014,5,13,133,2014-133,-1.585,-0.223,-2.621,-2.553,MAM,-4.504
2014,5,14,134,2014-134,-3.673,-0.246,-2.588,-3.511,MAM,-4.363
2014,5,15,135,2014-135,1.371,-0.108,-2.378,1.862,MAM,-4.363
2014,5,16,136,2014-136,4.868,0.012,-2.19,1.289,MAM,-4.116
2014,5,17,137,2014-137,-0.324,-0.052,-2.181,-0.35,MAM,-4.136
2014,5,18,138,2014-138,-1.599,-0.041,-2.152,-2.602,MAM,-4.047
2014,5,19,139,2014-139,-0.216,-0.05,-2.003,-0.885,MAM,-3.786
2014,5,20,140,2014-140,2.216,-0.032,-1.895,3.293,MAM,-3.663
2014,5,21,141,2014-141,6.011,0.052,-1.782,7.441,MAM,-3.692
2014,5,22,142,2014-142,9.3,6.551,-1.667,8.825,MAM,-3.586
2014,5,23,143,2014-143,8.12,11.53,-1.696,5.58,MAM,-3.355
2014,5,24,144,2014-144,4.582,9.61,-1.663,3.679,MAM,-3.398
2014,5,25,145,2014-145,4.841,6.789,-1.626,4.018,MAM,-3.166
2014,5,26,146,2014-146,3.141,7.43,-1.616,1.742,MAM,-3.098
2014,5,27,147,2014-147,3.424,10.12,-1.573,4.808,MAM,-3.012
2014,5,28,148,2014-148,3.342,9.53,-1.541,7.61,MAM,-2.757
2014,5,29,149,2014-149,4.251,9.23,-1.449,7.176,MAM,-2.789
2014,5,30,150,2014-150,9.85,10.88,-1.374,8.168,MAM,-2.676
2014,5,31,151,2014-151,9.98,12.39,-1.276,10.348,MAM,-2.539
2014,6,1,152,2014-152,6.687,12.43,-1.358,6.559,JJA,-2.542
2014,6,2,153,2014-153,13.84,16.24,-1.262,16.719,JJA,-2.74
2014,6,3,154,2014-154,6.453,9.1,-1.247,3.5,JJA,-2.391
2014,6,4,155,2014-155,5.684,11.58,-1.25,4.754,JJA,-2.716
2014,6,5,156,2014-156,1.453,2.322,-1.281,0.596,JJA,-2.534
2014,6,6,157,2014-157,0.498,2.41,-1.267,-0.213,JJA,-2.582
2014,6,7,158,2014-158,1.828,3.494,-1.204,0.732,JJA,-2.549
2014,6,8,159,2014-159,4.713,6.478,-1.146,2.99,JJA,-2.441
2014,6,9,160,2014-160,8.3,13.49,-1.087,6.214,JJA,-2.443
2014,6,10,161,2014-161,3.606,5.845,-1.105,3.643,JJA,-2.346
2014,6,11,162,2014-162,2.583,3.44,-1.098,0.924,JJA,-2.292
2014,6,12,163,2014-163,5.283,9.65,-1.069,1.44,JJA,-2.223
2014,6,13,164,2014-164,10.42,13.65,-0.988,8.89,JJA,-2.268
2014,6,14,165,2014-165,15.86,21.19,-0.966,16.08,JJA,-2.135
2014,6,15,166,2014-166,16.28,20.39,-0.916,17.87,JJA,-2.076
2014,6,16,167,2014-167,12.05,15.53,-0.889,12.24,JJA,-1.967
2014,6,17,168,2014-168,13.03,18.78,-0.91,13.75,JJA,-2.045
2014,6,18,169,2014-169,20.06,25.27,-0.884,19.79,JJA,-1.99
2014,6,19,170,2014-170,20.44,23.67,-0.848,20.46,JJA,-1.845
2014,6,20,171,2014-171,19.98,22.95,-0.819,18.13,JJA,-1.849
2014,6,21,172,2014-172,19.32,25.55,-0.843,13.21,JJA,-1.742
2014,6,22,173,2014-173,9.12,11.39,-0.787,5.234,JJA,-1.701
2014,6,23,174,2014-174,9.93,14.14,-0.814,8.72,JJA,-1.903
2014,6,24,175,2014-175,15.76,21.2,-0.79,16.7,JJA,-1.915
2014,6,25,176,2014-176,21.92,27.44,-0.773,22.13,JJA,-1.779
2014,6,26,177,2014-177,23.11,26.33,-0.733,23.42,JJA,-1.759
2014,6,27,178,2014-178,24.62,30.47,-0.748,23.96,JJA,-1.684
2014,6,28,179,2014-179,19.59,20.44,-0.704,17.03,JJA,-1.439
2014,6,29,180,2014-180,12.22,14.17,-0.664,6.08,JJA,-1.578
2014,6,30,181,2014-181,4.666,4.956,-0.717,4.817,JJA,-1.644
2014,7,1,182,2014-182,10.65,13.7,-0.655,7.79,JJA,-1.725
2014,7,2,183,2014-183,14.32,17.12,-0.643,11.49,JJA,-1.725
2014,7,3,184,2014-184,15.85,22.5,-0.634,15,JJA,-1.654
2014,7,4,185,2014-185,17.94,18.99,-0.578,15.1,JJA,-1.521
2014,7,5,186,2014-186,11.55,15.85,-0.582,10.02,JJA,-1.387
2014,7,6,187,2014-187,11.4,16.2,-0.556,11.55,JJA,-1.518
2014,7,7,188,2014-188,14.56,16.82,-0.512,12.85,JJA,-1.406
2014,7,8,189,2014-189,13.2,15.42,-0.518,13.35,JJA,-1.353
2014,7,9,190,2014-190,13.78,13.83,-0.476,13.58,JJA,-1.328
2014,7,10,191,2014-191,13.59,16.23,-0.496,9.45,JJA,-1.211
2014,7,11,192,2014-192,18.34,20.43,-0.504,14.03,JJA,-1.348
2014,7,12,193,2014-193,10.9,14.26,-0.499,6.494,JJA,-1.227
2014,7,13,194,2014-194,7.9,12.08,-0.515,5.382,JJA,-1.297
2014,7,14,195,2014-195,13.82,19.27,-0.527,10.37,JJA,-1.354
2014,7,15,196,2014-196,18.88,24.14,-0.504,18.7,JJA,-1.333
2014,7,16,197,2014-197,22.01,24.34,-0.494,21.75,JJA,-1.185
2014,7,17,198,2014-198,19.87,22.42,-0.498,18.65,JJA,-0.985
2014,7,18,199,2014-199,16.76,17.69,-0.421,15.7,JJA,-1.079
2014,7,19,200,2014-200,15.45,19.7,-0.424,15.68,JJA,-1.162
2014,7,20,201,2014-201,14.6,14.1,-0.38,11.57,JJA,-0.835
2014,7,21,202,2014-202,11.3,11.46,-0.383,8.22,JJA,-0.901
2014,7,22,203,2014-203,15.6,18.18,-0.421,13.77,JJA,-0.95
2014,7,23,204,2014-204,16.31,17.29,-0.378,15.74,JJA,-0.801
2014,7,24,205,2014-205,17.13,20.21,-0.42,14.24,JJA,-0.888
2014,7,25,206,2014-206,10.86,14.53,-0.38,9.67,JJA,-0.898
2014,7,26,207,2014-207,12.14,16.24,-0.408,9.57,JJA,-0.801
2014,7,27,208,2014-208,18.82,20.42,-0.377,16.89,JJA,-0.885
2014,7,28,209,2014-209,16.34,19.45,-0.367,13.48,JJA,-0.731
2014,7,29,210,2014-210,15.43,20.83,-0.351,13.3,JJA,-0.85
2014,7,30,211,2014-211,14.83,18.28,-0.344,15.25,JJA,-0.769
2014,7,31,212,2014-212,15.57,18.5,-0.347,15.93,JJA,-0.739
2014,8,1,213,2014-213,16.69,18.77,-0.313,14.71,JJA,-0.745
2014,8,2,214,2014-214,13.28,16.47,-0.325,13.54,JJA,-0.762
2014,8,3,215,2014-215,17.43,20.49,-0.32,16.96,JJA,-0.875
2014,8,4,216,2014-216,18.19,19.16,-0.294,15.87,JJA,-0.657
2014,8,5,217,2014-217,18.04,21.9,-0.318,15.07,JJA,-0.649
2014,8,6,218,2014-218,23.05,24.49,-0.313,22.21,JJA,-0.649
2014,8,7,219,2014-219,22.74,23.31,-0.315,22.95,JJA,-0.639
2014,8,8,220,2014-220,14.06,16.06,-0.248,10.98,JJA,-0.497
2014,8,9,221,2014-221,11.91,13.06,-0.224,10.11,JJA,-0.524
2014,8,10,222,2014-222,10.82,10.74,-0.225,8.17,JJA,-0.536
2014,8,11,223,2014-223,13.31,13.85,-0.218,11.23,JJA,-0.775
2014,8,12,224,2014-224,12.05,14.02,-0.243,10.91,JJA,-0.565
2014,8,13,225,2014-225,16.27,18.2,-0.233,15.94,JJA,-0.735
2014,8,14,226,2014-226,19.5,20.23,-0.199,18.6,JJA,-0.452
2014,8,15,227,2014-227,12.83,14.78,-0.178,11.13,JJA,-0.473
2014,8,16,228,2014-228,14.58,16.28,-0.158,12.58,JJA,-0.531
2014,8,17,229,2014-229,19.12,19,-0.136,15.92,JJA,-0.486
2014,8,18,230,2014-230,12.44,15.1,-0.133,10.84,JJA,-0.471
2014,8,19,231,2014-231,9.11,9.17,-0.097,8.04,JJA,-0.424
2014,8,20,232,2014-232,17.65,20.44,-0.136,9.64,JJA,-0.461
2014,8,21,233,2014-233,15.51,17.92,-0.114,8.73,JJA,-0.442
2014,8,22,234,2014-234,8.42,9.28,-0.104,8.95,JJA,-0.495
2014,8,23,235,2014-235,8.53,9.03,-0.097,8.7,JJA,-0.351
2014,8,24,236,2014-236,6.584,6.882,-0.12,7.41,JJA,-0.529
2014,8,25,237,2014-237,7.21,8.11,-0.099,6.85,JJA,-0.417
2014,8,26,238,2014-238,10.05,14.15,-0.106,9.05,JJA,-0.52
2014,8,27,239,2014-239,13.45,13.74,-0.07,12.78,JJA,-0.423
2014,8,28,240,2014-240,17.25,17.6,-0.048,15.55,JJA,-0.457
2014,8,29,241,2014-241,11.91,13.62,-0.038,11.03,JJA,-0.408
2014,8,30,242,2014-242,12.56,15.08,-0.072,10.84,JJA,-0.399
2014,8,31,243,2014-243,11.92,11.87,-0.01,9.44,JJA,-0.318
2014,9,1,244,2014-244,13.89,16.89,-0.064,11.01,SON,-0.353
