year,jd,month,date,season,airfneg15,airpneg15,airp0,airp15,airp8,bsw0,bsw15,bsw8,tis0,tis15,tis8,wsu0,wsu15,wsu8,fen0,fen15,fen8,fen300,fen700,bfr0,bfr15,bfr8,pfr0,pfr15,pfr8,bwp0,bwp15,bwp8,ppac0,ppac15,ppac8,ppawneg5,ppdc0,ppdc15,ppdc8,ppdw0,tun0,tun15,tun8,tun300,tun700
2016,159,6,2016-159,Summer,,-0.399,7.03,1.26,-0.86,6.08,1.19,-0.48,-0.28,0.44,-0.35,0.49,2.48,-0.26,7.46,0.59,-0.21,,-1.67,3.41,2.74,0.13,0.02,0.68,1.68,2.43,3.85,0.53,1.83,0.38,-2.26,0.14,3.52,1.24,-1.54,,3.01,-0.55,-0.07,-3.16,-2.69
2016,160,6,2016-160,Summer,,-0.409,7.18,0.95,-0.85,6.65,1.01,-0.50,-0.52,0.21,-0.37,0.54,2.30,-0.26,8.68,0.34,-0.22,,-1.68,5.72,2.62,0.19,0.03,0.37,2.36,3.12,1.54,0.51,2.00,0.04,-2.17,0.17,3.63,1.07,-1.55,,3.12,-0.80,-0.09,-3.19,-2.75
2016,161,6,2016-161,Summer,,-0.438,8.18,2.55,-0.87,8.64,2.59,-0.54,-0.42,1.05,-0.42,0.77,3.49,-0.25,9.92,1.82,-0.16,,-1.66,5.54,3.38,0.20,0.05,1.79,2.85,3.59,1.51,0.67,2.02,-0.18,-2.09,0.20,4.38,2.17,-1.56,,3.93,0.09,-0.11,-3.19,-2.78
2016,162,6,2016-162,Summer,,-0.331,2.65,-0.15,-0.80,1.07,-0.46,-0.37,0.05,-0.10,-0.34,0.18,0.37,-0.24,4.09,-0.22,-0.22,,-1.74,1.47,0.31,0.31,-0.02,-0.46,2.80,5.05,2.86,0.90,2.85,0.94,-2.02,0.22,1.91,-0.70,-1.51,,1.27,-0.46,0.03,-3.18,-2.81
2016,163,6,2016-163,Summer,,-0.645,10.17,11.93,-0.94,9.69,7.89,-0.62,-0.61,7.76,-0.50,1.30,8.72,-0.24,9.94,7.36,0.03,,-1.60,7.34,9.30,0.23,0.06,7.61,2.22,2.20,2.11,1.09,0.56,-0.56,-2.09,0.04,5.99,6.99,-1.57,,5.68,6.16,-0.13,-2.96,-2.63
2016,164,6,2016-164,Summer,,-0.568,12.38,12.62,-0.96,14.64,11.46,-0.67,0.37,12.40,-0.54,1.89,12.00,-0.22,12.32,11.40,0.20,,-1.59,8.31,11.94,0.23,0.12,10.96,3.69,5.72,9.12,0.98,6.20,6.82,-2.03,0.39,7.84,10.02,-1.59,,7.67,11.15,-0.21,-3.18,-2.89
2016,165,6,2016-165,Summer,,-0.529,10.59,9.29,-0.91,9.81,7.83,-0.58,-0.45,7.59,-0.50,1.84,8.52,-0.24,10.13,7.84,0.08,,-1.61,7.35,8.33,0.25,0.11,7.66,4.27,9.41,11.80,1.33,7.84,10.92,-2.03,0.42,6.50,6.81,-1.58,,6.23,7.32,-0.18,-3.25,-3.02
2016,166,6,2016-166,Summer,,-0.593,15.85,15.71,-0.93,18.48,13.85,-0.68,1.25,12.97,-0.59,3.41,14.43,-0.20,13.70,13.14,0.10,,-1.63,11.17,14.27,0.25,0.13,13.31,4.57,8.10,9.14,1.82,5.59,7.20,-1.79,0.16,9.41,12.26,-1.61,,9.36,12.38,-0.25,-3.10,-2.90
2016,167,6,2016-167,Summer,,-0.61,16.11,16.09,-0.92,17.80,14.47,-0.70,3.81,13.09,-0.62,3.99,15.17,-0.22,15.44,14.18,0.03,,-1.65,12.19,14.97,0.23,0.20,14.07,5.91,11.41,14.53,2.09,9.28,12.20,-1.88,0.60,10.35,12.94,-1.62,,10.38,13.28,-0.29,-3.18,-3.01
2016,168,6,2016-168,Summer,,-0.62,15.13,16.56,-0.94,18.25,14.10,-0.68,6.00,13.61,-0.63,4.75,15.02,-0.20,14.58,13.69,0.12,,-1.65,11.52,14.62,0.25,0.78,13.70,6.60,12.56,15.61,2.65,10.03,13.32,-1.70,0.89,10.30,12.80,-1.63,,10.32,13.23,-0.34,-3.15,-3.02
2016,169,6,2016-169,Summer,,-0.654,17.06,20.22,-0.95,23.85,20.29,-0.69,10.47,19.60,-0.65,7.56,21.10,-0.18,16.16,19.72,0.13,,-1.69,14.26,21.10,0.28,1.41,20.19,7.31,12.67,14.59,3.19,10.32,13.15,-1.71,1.48,12.01,18.40,-1.64,,12.16,19.08,-0.35,-3.16,-3.06
2016,170,6,2016-170,Summer,,-0.635,12.03,13.21,-0.96,13.34,12.86,-0.72,8.10,13.22,-0.65,4.89,13.73,-0.25,13.52,13.24,0.17,,-1.67,10.71,13.78,0.26,2.07,12.95,7.95,14.31,20.23,3.61,14.88,19.41,-1.83,2.27,9.85,11.61,-1.66,,9.84,12.64,-0.41,-3.17,-3.11
2016,171,6,2016-171,Summer,,-0.575,9.25,10.84,-0.92,11.84,11.06,-0.69,7.82,11.46,-0.59,3.24,11.79,-0.20,11.33,10.79,0.23,,-1.71,8.62,11.80,0.34,2.48,10.98,7.42,11.57,13.65,4.02,11.10,12.83,-1.65,1.43,8.18,9.82,-1.63,,8.03,10.02,-0.33,-3.13,-3.10
2016,172,6,2016-172,Summer,,-0.492,9.56,7.13,-0.84,8.06,6.97,-0.62,6.85,6.99,-0.54,3.35,8.02,-0.19,10.16,6.86,0.19,,-1.72,7.55,7.91,0.37,2.60,7.02,6.78,9.44,11.08,4.05,9.12,10.30,-1.84,1.99,6.83,6.35,-1.60,,6.57,5.77,-0.23,-3.03,-3.03
2016,173,6,2016-173,Summer,,-0.522,10.39,8.10,-0.84,10.73,7.71,-0.60,6.80,7.27,-0.53,4.14,8.74,-0.18,11.16,7.70,0.24,,-1.71,8.48,8.91,0.36,2.61,7.84,6.36,7.57,7.43,3.80,6.88,6.05,-1.82,1.55,7.22,7.01,-1.60,,7.00,6.72,-0.23,-2.90,-2.92
2016,174,6,2016-174,Summer,,-0.571,13.91,13.45,-0.87,15.60,12.19,-0.64,9.10,13.42,-0.55,4.60,13.10,-0.13,13.75,12.57,0.35,,-1.77,9.48,13.91,0.40,2.64,12.60,6.41,8.03,9.18,3.54,7.86,7.08,-1.63,1.23,9.70,11.03,-1.59,,9.67,12.43,-0.20,-2.89,-2.93
2016,175,6,2016-175,Summer,,-0.607,14.85,10.27,-0.89,14.96,10.56,-0.71,9.78,9.98,-0.65,5.89,11.95,-0.18,14.51,10.13,0.41,,-1.72,10.92,11.98,0.30,2.88,10.69,7.54,10.44,13.68,3.47,10.16,12.62,-1.85,2.26,9.63,9.97,-1.61,,9.60,8.53,-0.28,-2.94,-3.02
2016,176,6,2016-176,Summer,,-0.573,14.95,10.65,-0.83,15.99,10.86,-0.65,9.02,9.62,-0.58,5.68,11.88,-0.14,15.07,10.36,0.66,,-1.75,10.69,12.01,0.36,3.27,10.63,7.97,10.36,10.74,3.75,9.95,9.35,-1.55,2.60,9.76,9.91,-1.58,,9.74,8.84,-0.17,-2.98,-3.08
2016,177,6,2016-177,Summer,,-0.591,15.07,10.85,-0.84,14.31,9.52,-0.64,9.23,11.10,-0.56,5.19,10.70,-0.13,14.68,9.83,0.88,,-1.76,9.63,10.90,0.42,3.61,9.59,8.31,10.54,12.49,4.08,10.09,9.85,-1.53,1.83,9.54,8.82,-1.56,,9.50,9.22,-0.10,-2.87,-2.98
2016,178,6,2016-178,Summer,,-0.568,13.21,8.71,-0.82,13.47,8.59,-0.66,8.15,7.83,-0.55,4.52,9.05,-0.13,13.85,8.67,1.15,,-1.76,8.73,10.26,0.56,3.88,8.70,8.27,10.85,12.17,4.36,9.58,9.98,-1.52,2.19,8.91,7.30,-1.51,,8.82,7.01,0.04,-2.91,-3.06
2016,179,6,2016-179,Summer,,-0.577,17.97,16.44,-0.84,20.16,15.68,-0.60,12.97,17.44,-0.47,7.61,17.10,-0.03,14.53,15.51,1.52,,-1.79,11.26,17.16,0.73,4.04,16.17,8.30,9.64,9.51,4.60,9.06,7.95,-1.62,2.42,10.67,14.72,-1.47,,10.72,15.71,0.17,-2.87,-3.05
2016,180,6,2016-180,Summer,,-0.615,16.21,10.65,-0.87,15.73,11.03,-0.72,11.88,10.94,-0.55,7.68,12.49,-0.14,15.09,10.80,1.63,,-1.80,11.37,12.93,0.72,4.32,11.47,9.31,12.27,16.38,4.71,12.03,15.96,-1.80,2.68,10.25,10.47,-1.44,,10.27,8.79,0.27,-2.86,-3.07
2016,181,6,2016-181,Summer,,-0.512,12.13,7.68,-0.75,10.77,6.85,-0.56,6.57,5.64,-0.45,5.81,7.95,-0.10,11.66,6.93,1.86,,-1.77,8.12,8.56,0.94,4.68,7.29,8.95,11.43,11.57,4.97,10.55,9.72,-1.61,2.92,8.04,6.28,-1.38,,7.88,6.15,0.46,-2.83,-3.06
2016,182,6,2016-182,Summer,,-0.621,17.26,15.27,-0.85,16.50,13.99,-0.63,11.63,14.84,-0.51,7.75,15.73,-0.05,13.78,14.20,1.99,,-1.81,11.08,16.05,1.01,4.75,14.85,8.45,8.09,8.38,5.09,8.06,6.40,-1.43,2.21,10.20,13.45,-1.39,,10.21,13.37,0.41,-2.70,-2.94
2016,183,7,2016-183,Summer,,-0.631,16.72,14.09,-0.82,16.92,13.07,-0.70,11.42,12.00,-0.55,8.32,14.46,-0.05,16.99,13.18,2.15,,-1.81,12.14,15.49,1.05,4.84,13.86,9.04,11.98,15.53,4.99,13.31,14.25,-1.56,2.61,12.85,13.17,-1.23,,11.78,10.89,0.53,-2.81,-3.09
2016,184,7,2016-184,Summer,,-0.572,19.59,17.81,-0.76,19.68,16.06,-0.63,13.42,18.19,-0.46,9.22,17.42,0.08,17.42,16.72,2.52,,-1.82,12.27,17.97,1.30,5.09,16.68,9.44,12.70,15.65,5.17,13.17,12.18,-1.40,2.78,14.68,15.97,-1.15,,13.67,16.96,0.80,-2.78,-3.07
2016,185,7,2016-185,Summer,,-0.584,16.48,8.28,-0.79,13.72,8.80,-0.68,11.10,8.30,-0.53,8.30,9.90,0.15,15.38,8.03,2.93,,-1.78,11.04,10.34,1.35,5.38,8.52,9.98,13.96,19.08,5.52,14.54,16.86,-1.37,2.84,11.27,8.87,-1.10,,10.15,6.22,0.95,-2.72,-3.03
2016,186,7,2016-186,Summer,,-0.539,13.81,8.40,-0.76,13.63,8.80,-0.66,9.31,8.62,-0.41,6.84,9.74,0.37,13.28,8.00,3.11,,-1.81,9.55,10.22,1.61,5.63,8.47,9.70,11.01,10.55,5.95,9.35,6.97,-1.32,2.49,10.49,8.72,-1.06,,9.34,6.76,1.08,-2.70,-3.03
2016,187,7,2016-187,Summer,,-0.455,11.08,5.65,-0.68,9.07,5.65,-0.53,7.52,5.79,-0.20,5.74,6.64,0.42,10.10,5.49,3.07,,-1.80,7.59,6.76,1.73,5.72,5.57,9.43,9.76,10.14,6.06,8.69,7.37,-1.53,2.41,8.28,5.78,-1.06,,7.05,4.50,1.09,-2.64,-3.00
2016,188,7,2016-188,Summer,,-0.478,12.93,5.74,-0.68,9.91,5.16,-0.52,7.58,5.72,-0.14,5.57,6.20,0.48,9.78,4.80,2.77,,-1.80,7.68,6.52,1.79,5.65,4.91,8.48,7.94,7.99,5.94,6.45,4.83,-1.36,1.62,8.11,5.37,-1.09,,6.88,4.05,0.98,-2.50,-2.87
2016,189,7,2016-189,Summer,,-0.486,12.92,6.93,-0.69,11.80,7.06,-0.56,8.57,7.06,-0.09,6.04,8.15,0.52,9.80,6.58,2.61,,-1.79,8.30,8.51,1.76,5.48,6.97,8.12,7.61,7.54,5.65,6.62,4.40,-1.32,1.40,8.38,7.21,-1.12,,7.16,5.42,0.90,-2.51,-2.91
2016,190,7,2016-190,Summer,,-0.578,16.21,11.24,-0.74,15.49,10.44,-0.65,10.71,11.88,-0.04,6.77,10.96,0.60,12.07,9.71,2.52,,-1.83,9.47,11.25,1.79,5.35,9.81,8.12,8.17,8.86,5.44,7.45,5.92,-1.34,1.74,10.80,9.87,-1.10,,9.66,8.86,0.95,-2.50,-2.92
2016,191,7,2016-191,Summer,,-0.594,16.12,13.00,-0.76,14.96,11.68,-0.66,10.78,13.43,0.04,7.32,12.48,0.66,11.17,11.44,2.93,,-1.81,9.72,12.37,1.79,5.38,11.59,8.63,10.79,12.81,5.40,9.43,9.69,-1.33,2.49,11.23,11.30,-1.09,,10.11,11.93,1.00,-2.59,-3.02
2016,192,7,2016-192,Summer,,-0.594,18.01,14.97,-0.71,17.69,13.49,-0.66,11.38,13.13,0.19,9.35,14.47,0.78,12.92,13.25,3.06,,-1.81,11.35,14.24,1.88,5.47,13.21,8.76,11.59,13.25,5.64,10.32,11.71,-1.28,2.76,12.43,13.18,-1.03,,11.35,12.81,1.18,-2.63,-3.10
2016,193,7,2016-193,Summer,,-0.608,16.97,12.80,-0.74,16.42,12.57,-0.68,11.55,13.20,0.36,8.48,12.98,0.90,12.47,11.80,3.35,,-1.83,11.13,13.38,2.01,5.59,12.02,9.00,12.66,14.49,5.93,11.15,12.75,-1.10,3.13,11.84,11.78,-1.00,,10.74,10.20,1.29,-2.58,-3.06
2016,194,7,2016-194,Summer,,-0.523,12.16,7.84,-0.67,9.90,7.74,-0.58,8.64,8.02,0.56,6.99,8.61,1.02,9.98,7.66,3.63,,-1.79,9.46,8.69,2.15,5.72,7.64,9.04,12.75,13.42,6.27,10.71,11.26,-1.25,3.20,9.12,7.65,-0.95,,7.92,6.69,1.44,-2.60,-3.10
2016,195,7,2016-195,Summer,,-0.527,10.94,7.54,-0.67,12.98,8.49,-0.63,9.28,7.26,0.66,6.84,9.24,1.11,10.43,7.56,3.53,,-1.79,9.13,9.69,2.28,5.75,8.12,8.54,9.92,9.32,6.54,7.42,6.97,-1.14,2.23,9.96,8.24,-0.96,,8.79,5.99,1.41,-2.48,-2.99
2016,196,7,2016-196,Summer,,-0.589,15.29,16.11,-0.71,17.46,15.44,-0.65,11.62,16.84,0.77,8.24,16.23,1.17,13.28,14.84,3.61,,-1.84,11.65,16.87,2.36,5.72,15.31,8.69,9.19,8.37,6.53,8.11,6.60,-1.27,2.57,12.95,14.85,-0.96,,11.88,14.45,1.42,-2.47,-3.00
2016,197,7,2016-197,Summer,,-0.631,19.92,21.28,-0.71,21.57,20.25,-0.66,15.16,20.80,0.82,11.50,22.17,1.23,16.53,21.04,3.88,,-1.85,14.95,21.87,2.42,5.81,21.13,9.46,12.64,16.87,6.50,14.18,14.79,-1.36,2.97,15.43,20.46,-0.93,,14.45,19.87,1.52,-2.50,-3.06
2016,198,7,2016-198,Summer,,-0.657,16.18,14.76,-0.77,15.79,14.87,-0.74,12.88,14.94,0.99,10.47,15.58,1.26,14.50,15.03,4.57,,-1.82,13.00,15.99,2.50,6.10,15.21,10.15,15.82,21.60,6.77,19.83,20.57,-1.12,3.84,13.51,14.23,-0.85,,12.46,13.92,1.76,-2.56,-3.13
2016,199,7,2016-199,Summer,,-0.557,12.59,10.52,-0.69,10.03,9.87,-0.62,10.58,11.13,1.37,8.18,10.69,1.48,11.63,10.63,4.75,,-1.77,10.47,10.80,2.81,6.36,10.09,9.71,14.10,15.46,7.35,13.57,14.34,-1.02,3.35,11.27,9.61,-0.77,,10.15,10.50,2.03,-2.56,-3.14
2016,200,7,2016-200,Summer,,-0.613,13.93,16.31,-0.71,15.37,15.88,-0.64,11.52,16.09,1.59,9.14,16.70,1.60,13.30,16.43,4.74,,-1.80,12.64,16.80,2.96,6.36,16.05,9.30,11.16,11.80,7.67,10.12,10.32,-1.14,2.98,12.60,15.29,-0.77,,11.52,16.20,2.04,-2.45,-3.04
2016,201,7,2016-201,Summer,,-0.684,16.94,16.96,-0.74,18.83,16.19,-0.72,13.88,16.78,1.71,11.13,17.51,1.65,15.97,16.51,4.66,,-1.84,14.67,17.72,3.02,6.36,16.57,9.74,12.72,16.88,7.56,13.05,16.07,-1.07,2.97,14.20,16.05,-0.77,,13.18,15.27,2.04,-2.46,-3.07
2016,202,7,2016-202,Summer,,-0.537,11.77,8.64,-0.65,10.60,8.43,-0.62,9.56,8.86,2.13,7.82,9.33,1.79,10.51,8.45,5.10,,-1.78,9.81,9.31,3.26,6.55,8.47,9.96,14.70,17.32,7.60,14.94,15.80,-0.89,3.67,10.72,8.33,-0.68,,9.58,7.97,2.32,-2.53,-3.16
2016,203,7,2016-203,Summer,,-0.561,13.45,10.71,-0.66,13.32,10.59,-0.61,10.10,10.73,2.36,8.03,11.18,1.90,11.50,10.63,5.09,,-1.77,10.50,11.11,3.39,6.60,10.11,9.24,10.87,11.59,7.91,9.12,7.97,-0.99,3.01,10.97,10.08,-0.70,,9.84,9.62,2.26,-2.34,-2.99
2016,204,7,2016-204,Summer,,-0.616,12.90,12.41,-0.67,11.81,11.32,-0.67,10.76,11.30,2.43,9.02,12.36,1.90,12.71,11.83,4.78,,-1.78,11.26,12.81,3.40,6.51,11.87,9.15,11.19,13.17,7.80,10.17,9.89,-1.00,2.41,11.90,11.19,-0.74,,10.80,11.40,2.14,-2.36,-3.02
2016,205,7,2016-205,Summer,,-0.612,13.06,13.89,-0.70,12.50,12.85,-0.62,10.47,13.57,2.64,8.05,13.77,1.96,11.77,13.89,5.07,,-1.77,10.99,14.02,3.47,6.52,13.59,9.19,11.76,13.65,7.71,11.67,11.38,-0.88,3.52,11.19,12.52,-0.73,,10.06,13.41,2.15,-2.41,-3.08
2016,206,7,2016-206,Summer,,-0.651,15.62,14.03,-0.69,15.61,13.85,-0.71,12.94,13.50,2.74,9.67,14.73,2.00,15.06,13.54,4.81,,-1.80,13.40,15.46,3.49,6.50,13.93,9.31,11.94,14.93,7.78,11.67,13.25,-0.96,3.25,13.19,13.43,-0.72,,12.13,11.66,2.20,-2.40,-3.10
2016,207,7,2016-207,Summer,,-0.58,13.78,11.58,-0.66,12.99,10.90,-0.62,11.10,11.78,2.99,8.35,11.60,2.08,11.98,11.07,5.34,,-1.77,11.00,11.40,3.64,6.65,10.80,9.83,13.39,17.00,7.78,13.33,12.84,-0.83,3.65,11.64,10.47,-0.67,,10.53,10.74,2.35,-2.40,-3.10
2016,208,7,2016-208,Summer,,-0.571,13.22,10.13,-0.64,11.14,9.80,-0.62,10.50,9.93,3.17,8.54,10.97,2.17,11.93,10.03,5.31,,-1.75,10.98,10.94,3.76,6.74,9.99,9.43,12.38,18.29,8.03,11.34,10.55,-0.86,3.51,11.22,9.88,-0.64,,10.09,9.39,2.44,-2.34,-3.06
2016,209,7,2016-209,Summer,,-0.602,14.34,15.25,-0.64,14.53,13.13,-0.65,12.62,15.62,3.33,8.77,14.88,2.29,14.14,14.34,5.23,,-1.80,12.19,15.75,3.88,6.72,13.98,9.43,11.19,14.55,8.08,10.31,9.40,-0.86,3.30,13.31,13.57,-0.64,,12.26,13.97,2.45,-2.31,-3.04
2016,210,7,2016-210,Summer,,-0.672,14.84,13.87,-0.69,15.79,13.36,-0.72,13.51,13.51,3.34,9.80,14.59,2.30,14.61,13.77,5.50,,-1.78,13.05,15.25,3.87,6.83,14.04,10.32,13.13,18.06,8.02,13.10,14.22,-0.94,3.80,13.72,13.30,-0.63,,12.68,12.80,2.49,-2.35,-3.09
2016,211,7,2016-211,Summer,,-0.612,14.07,14.40,-0.67,14.30,12.60,-0.65,13.11,15.86,3.63,8.00,14.13,2.43,12.81,14.21,5.81,,-1.80,11.02,15.31,4.10,7.08,14.06,10.46,13.64,14.09,8.23,13.66,13.07,-0.75,4.64,12.95,12.86,-0.56,,11.88,14.25,2.73,-2.40,-3.16
2016,212,7,2016-212,Summer,,-0.599,14.07,11.45,-0.65,12.11,10.30,-0.63,11.39,11.74,3.70,8.19,11.09,2.45,11.46,10.72,5.94,,-1.75,10.50,10.94,4.12,7.22,10.39,10.38,12.92,15.76,8.45,12.27,14.37,-0.95,4.11,11.79,9.99,-0.55,,10.68,10.80,2.75,-2.33,-3.11
2016,213,7,2016-213,Summer,,-0.598,15.54,11.88,-0.62,15.49,11.92,-0.64,12.00,12.51,3.81,9.09,12.76,2.51,12.69,12.05,5.73,,-1.77,11.78,12.95,4.19,7.24,11.78,9.85,12.26,12.13,8.51,11.50,10.81,-0.71,3.83,11.95,11.57,-0.55,,10.85,10.60,2.76,-2.30,-3.08
2016,214,8,2016-214,Summer,,-0.624,16.97,16.10,-0.64,16.44,15.32,-0.68,13.01,15.31,3.89,10.20,16.16,2.56,14.70,15.83,5.67,,-1.78,13.70,16.23,4.21,7.21,15.70,9.94,12.38,14.03,8.47,12.20,11.24,-0.73,3.41,13.07,15.08,-0.13,,11.87,14.92,2.69,-2.28,-3.08
2016,215,8,2016-215,Summer,,-0.672,16.61,16.38,-0.69,16.60,16.49,-0.72,14.89,17.43,3.97,10.96,17.23,2.64,15.49,16.86,5.72,,-1.80,14.82,17.32,4.26,7.25,16.76,10.22,14.18,20.21,8.49,14.41,14.81,-0.72,4.22,14.69,16.02,-0.14,,13.40,16.46,2.68,-2.30,-3.11
2016,216,8,2016-216,Summer,,-0.596,13.80,12.09,-0.63,13.34,12.36,-0.67,11.64,11.88,4.23,10.20,13.30,2.79,12.99,12.46,6.08,,-1.74,12.84,13.14,4.44,7.40,12.71,10.55,15.31,19.54,8.69,15.51,16.55,-0.72,5.09,12.32,12.57,-0.03,,11.17,11.17,2.95,-2.36,-3.20
2016,217,8,2016-217,Summer,,-0.587,13.71,11.67,-0.62,12.41,11.48,-0.64,11.16,11.59,4.44,9.56,12.42,2.99,12.42,11.72,5.92,,-1.72,12.11,12.39,4.64,7.53,11.75,10.46,13.05,26.68,9.01,11.99,11.38,-0.70,4.40,11.67,11.80,0.01,,10.55,10.89,3.03,-2.22,-3.05
2016,218,8,2016-218,Summer,,-0.579,12.55,11.36,-0.61,11.03,11.03,-0.62,10.73,11.42,4.56,9.15,11.80,3.14,11.83,11.67,5.85,,-1.72,11.41,11.91,4.78,7.59,11.44,10.34,12.21,30.89,9.04,11.53,10.83,-0.71,3.85,11.08,11.26,-0.01,,10.00,10.98,3.00,-2.19,-3.04
2016,219,8,2016-219,Summer,,-0.599,12.62,12.58,-0.62,11.47,12.42,-0.66,12.27,13.86,4.61,8.49,13.25,3.26,11.51,12.69,5.68,,-1.75,11.19,13.45,4.90,7.59,12.55,10.05,11.62,29.39,8.82,11.08,10.87,-0.68,3.60,11.63,12.53,-0.04,,10.52,12.41,2.92,-2.17,-3.03
2016,220,8,2016-220,Summer,,-0.566,10.79,10.62,-0.60,9.29,8.69,-0.61,11.00,12.26,4.65,7.11,10.16,3.30,10.11,9.95,5.75,,-1.73,9.48,10.55,4.95,7.59,9.61,10.04,11.37,13.93,8.63,10.80,12.46,-0.78,4.10,11.14,9.82,-0.06,,10.05,10.78,2.87,-2.22,-3.10
2016,221,8,2016-221,Summer,,-0.558,11.51,9.54,-0.57,9.63,9.27,-0.62,10.20,10.30,4.65,8.11,10.42,3.26,10.96,9.56,6.01,,-1.70,10.04,10.29,4.94,7.59,9.44,10.02,10.78,11.62,8.50,10.25,10.62,-0.78,3.96,11.06,10.05,-0.08,,9.98,9.50,2.83,-2.21,-3.10
2016,222,8,2016-222,Summer,,-0.522,9.57,9.37,-0.54,8.01,8.74,-0.52,8.33,8.65,4.78,7.41,9.33,3.27,9.22,9.41,5.94,,-1.70,8.89,9.61,4.98,7.59,9.04,9.81,10.62,10.84,8.41,9.34,9.26,-0.64,3.84,9.09,9.09,-0.07,,8.12,9.02,2.85,-2.18,-3.08
2016,223,8,2016-223,Summer,,-0.627,11.62,13.94,-0.60,11.90,13.27,-0.67,11.58,13.50,4.72,8.72,14.31,3.27,12.44,13.55,5.50,,-1.73,11.19,14.77,4.89,7.52,13.81,9.51,9.38,10.49,8.34,8.72,8.86,-0.63,3.07,11.50,13.46,-0.13,,10.39,12.60,2.70,-2.10,-3.01
2016,224,8,2016-224,Summer,,-0.595,12.07,14.52,-0.56,12.76,12.51,-0.63,12.17,15.02,4.76,8.44,14.46,3.31,13.23,13.47,5.68,,-1.74,11.06,15.19,4.94,7.52,13.69,10.08,11.72,14.25,8.18,13.03,13.01,-0.62,4.13,12.73,13.59,-0.10,,11.55,13.58,2.78,-2.21,-3.13
2016,225,8,2016-225,Summer,,-0.586,13.14,16.84,-0.54,15.76,15.09,-0.63,13.53,17.72,4.83,8.99,16.17,3.36,13.39,15.19,6.20,,-1.78,11.99,16.67,4.97,7.65,15.38,10.64,12.40,15.17,8.25,12.96,13.94,-0.58,4.50,14.09,15.09,-0.04,,12.83,15.98,2.92,-2.16,-3.08
2016,226,8,2016-226,Summer,,-0.609,13.43,16.24,-0.56,16.11,14.64,-0.65,13.68,17.13,4.90,9.02,15.20,3.38,12.91,14.57,6.37,,-1.80,11.76,15.71,5.02,7.86,14.62,11.11,13.57,16.42,8.48,14.04,15.92,-0.63,4.95,14.26,14.24,0.05,,12.99,15.55,3.13,-2.17,-3.11
2016,227,8,2016-227,Summer,,-0.574,13.48,14.72,-0.53,15.18,13.53,-0.63,12.44,15.26,4.99,8.77,13.71,3.45,12.54,13.12,6.08,,-1.80,11.57,14.16,5.11,8.07,12.90,11.12,13.72,16.07,8.77,14.13,15.43,-0.59,5.25,13.31,12.93,0.13,,12.10,13.60,3.34,-2.18,-3.13
2016,228,8,2016-228,Summer,,-0.599,13.39,13.80,-0.56,15.11,12.89,-0.64,12.84,14.77,5.07,8.83,13.35,3.50,12.01,12.17,6.37,,-1.82,11.23,13.44,5.19,8.18,12.46,11.09,13.36,15.63,9.00,13.45,13.64,-0.56,4.95,13.15,12.62,0.17,,11.95,12.89,3.43,-2.14,-3.09
2016,229,8,2016-229,Summer,,-0.565,15.49,15.61,-0.50,15.67,14.79,-0.64,13.25,15.45,5.14,9.79,15.37,3.54,14.09,14.57,5.94,,-1.83,12.91,15.45,5.23,8.27,14.44,11.16,13.02,15.97,9.14,13.00,12.69,-0.56,5.15,13.77,14.39,0.20,,12.53,14.23,3.50,-2.12,-3.09
2016,230,8,2016-230,Summer,,-0.647,15.14,16.47,-0.60,16.35,15.92,-0.69,14.12,17.22,5.17,10.83,16.52,3.59,14.28,16.05,6.25,,-1.82,13.66,16.60,5.25,8.36,16.01,11.33,14.02,19.29,9.24,14.05,14.20,-0.53,4.90,14.09,15.40,0.19,,12.83,16.16,3.48,-2.10,-3.07
2016,231,8,2016-231,Summer,,-0.618,13.83,12.85,-0.59,13.15,12.67,-0.66,13.46,14.56,5.33,10.48,13.43,3.78,13.10,12.94,6.39,,-1.80,12.69,13.90,5.41,8.52,13.08,11.56,14.62,18.67,9.42,15.00,15.98,-0.52,5.57,13.34,12.69,0.25,,12.13,12.61,3.61,-2.18,-3.18
2016,232,8,2016-232,Summer,,-0.505,9.71,8.59,-0.49,8.36,8.04,-0.51,8.91,8.85,5.60,8.41,8.78,4.05,9.04,8.74,6.49,,-1.77,9.46,8.87,5.72,8.71,8.39,11.28,13.43,20.09,9.67,12.74,12.75,-0.54,5.79,9.86,8.61,0.33,,8.85,8.68,3.82,-2.11,-3.10
2016,233,8,2016-233,Summer,,-0.521,10.09,9.60,-0.50,8.81,9.01,-0.52,8.91,9.08,5.61,8.06,9.58,4.15,9.25,9.43,6.09,,-1.76,9.40,9.73,5.83,8.65,9.23,10.32,9.83,16.25,9.67,8.42,8.39,-0.51,4.34,9.21,9.31,0.26,,8.24,9.15,3.64,-1.94,-2.94
2016,234,8,2016-234,Summer,,-0.581,11.66,10.93,-0.54,10.19,10.41,-0.59,11.00,11.40,5.50,8.30,11.20,4.13,10.97,10.90,5.75,,-1.77,10.57,11.55,5.77,8.50,10.72,10.19,9.35,10.84,9.27,8.31,8.93,-0.62,3.56,10.41,10.73,0.12,,9.37,10.46,3.32,-1.95,-2.96
